,Title,Artists,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
3947,Promised You A Miracle - Remastered 2002,Simple Minds,0.674,0.75,-8.515,0.0284,0.00157,0.0586,0.343,0.793,113.804,267707
3948,Death Letter Blues,Son House,0.803,0.288,-15.418,0.0629,0.865,0.0593,0.0833,0.865,115.685,259160
3949,Excuses,The Morning Benders,0.438,0.806,-5.717,0.0395,0.365,0.0551,0.237,0.489,96.156,317427
3950,Daddys Home,Shep And The Limelites,0.408,0.281,-10.634,0.0299,0.905,5.81e-06,0.153,0.313,145.81,176200
3951,I Ran (So Far Away),A Flock Of Seagulls,0.507,0.642,-12.923,0.0323,0.00299,0.606,0.141,0.631,146.154,308933
3952,That's the Way of the World,"Earth, Wind & Fire",0.586,0.552,-11.153,0.0488,0.593,0.00101,0.31,0.732,82.0,345507
3953,Tomorrow,Silverchair,0.292,0.714,-4.919,0.0316,0.000658,0.000109,0.102,0.462,151.412,266280
3954,Der Fuehrer's Face,Spike Jones & His City Slickers,0.684,0.673,-10.137,0.223,0.851,0.648,0.212,0.961,140.219,159453
3955,Killing Floor - Single Version,Howlin' Wolf,0.725,0.767,-4.736,0.0309,0.336,9.45e-05,0.31,0.592,118.704,169333
3956,Whatever Happened To My Rock 'N' Roll (Punk Song),Black Rebel Motorcycle Club,0.176,0.974,-3.312,0.0798,0.00126,5.3e-05,0.681,0.102,146.393,278160
3957,raingurl,Yaeji,0.928,0.58,-6.923,0.0503,0.0168,0.00397,0.122,0.28,128.031,237231
3958,Yeke Yeke,Mory Kanté,0.652,0.74,-13.469,0.0411,0.148,0.012,0.352,0.687,125.741,238253
3959,Reason To Believe,Tim Hardin,0.65,0.24,-16.827,0.0384,0.459,0.0,0.46,0.734,82.245,117493
3960,Space Invaders Are Smoking Grass,I-F,0.383,0.661,-9.652,0.0608,0.00186,0.894,0.111,0.306,132.192,371293
3961,"Bright Lights, Big City",Jimmy Reed,0.744,0.349,-9.234,0.0385,0.973,0.0155,0.108,0.734,92.433,156973
3962,Barbara Ann - Remastered,The Beach Boys,0.551,0.635,-4.326,0.0505,0.238,0.0,0.184,0.801,78.715,207200
3963,Roll With It,Oasis,0.231,0.985,-1.773,0.108,0.00445,0.000139,0.295,0.195,126.788,239827
3964,Little Star,The Elegants,0.399,0.533,-6.562,0.0311,0.795,0.0,0.147,0.719,145.091,164373
3965,Dominator - Original Mix,Human Resource,0.614,0.873,-6.771,0.0441,0.00103,0.111,0.0902,0.473,122.839,297081
3966,Walk,Pantera,0.43,0.704,-8.008,0.0804,0.000155,0.00221,0.0933,0.703,118.242,315120
3967,Start Choppin',Dinosaur Jr.,0.373,0.755,-7.574,0.103,0.00411,0.000799,0.0635,0.57,111.813,340187
3968,Polk Salad Annie,Tony Joe White,0.783,0.543,-11.565,0.0412,0.303,0.0159,0.0892,0.833,132.035,223533
3969,"Move That Dope (feat. Pharrell, Pusha T & Casino)",Future,0.869,0.626,-4.832,0.126,0.0754,0.0,0.0776,0.316,131.075,340480
3970,What Went Down,Foals,0.231,0.919,-6.182,0.0728,0.00314,0.00451,0.0643,0.131,146.944,300720
3971,Bam Bam,Sister Nancy,0.722,0.605,-6.07,0.153,0.825,0.0178,0.248,0.709,165.998,196507
3972,As time goes by - Complete vocal by Dooley Wilson,Max Steiner,0.361,0.223,-15.35,0.036,0.968,3.61e-06,0.146,0.338,80.224,164600
3973,Mongoloid,DEVO,0.527,0.398,-15.577,0.0351,0.0572,0.335,0.119,0.633,147.976,224026
3974,You and Whose Army?,Radiohead,0.295,0.15,-10.243,0.0325,0.794,0.208,0.103,0.131,137.393,191000
3975,Building a Mystery,Sarah McLachlan,0.505,0.518,-8.601,0.023,0.403,0.0,0.129,0.472,81.019,247307
3976,Jenny Take a Ride,Mitch Ryder and The Detroit Wheels,0.651,0.736,-8.177,0.0445,0.0718,1.16e-06,0.138,0.817,99.395,204653
3977,Sex Bomb,Flipper,0.235,0.994,-4.791,0.139,0.104,0.858,0.386,0.094,129.546,471373
3978,In the Meantime,Spacehog,0.269,0.895,-6.382,0.118,0.083,0.00266,0.153,0.16,168.479,299507
3979,And I Love Her - Remastered,The Beatles,0.767,0.331,-10.777,0.0337,0.64,0.0,0.0681,0.636,113.312,149693
3980,La Javanaise,Serge Gainsbourg,0.424,0.461,-12.861,0.0405,0.306,0.00253,0.316,0.448,129.317,149240
3981,Carnival,The Cardigans,0.532,0.662,-8.093,0.0314,0.0196,8e-05,0.425,0.368,110.698,219200
3982,Christine,The House of Love,0.384,0.706,-6.429,0.0367,0.000473,0.791,0.329,0.525,128.669,205693
3983,Vertige de l'amour,Alain Bashung,0.75,0.537,-10.271,0.0277,0.216,0.43,0.135,0.776,112.264,196440
3984,Cool Jerk,The Capitols,0.704,0.574,-14.524,0.0611,0.339,0.0,0.0705,0.763,83.955,166747
3985,All Or Nothing At All,Harry James,0.35,0.114,-15.725,0.0332,0.984,0.0101,0.285,0.265,113.382,176933
3986,Endless Sleep,Jody Reynolds,0.587,0.184,-10.737,0.0444,0.829,1.66e-05,0.116,0.529,111.195,143693
3987,Ballad of the Dying Man,Father John Misty,0.402,0.42,-10.228,0.0277,0.846,0.000568,0.0906,0.263,139.171,290736
3988,Pictures of Matchstick Men,Status Quo,0.241,0.604,-3.817,0.0313,0.0672,4.98e-05,0.0541,0.417,173.134,190600
3989,Kiss and Say Goodbye,The Manhattans,0.645,0.42,-10.09,0.0624,0.555,0.0,0.125,0.583,129.084,266733
3990,No More Heroes - 1996 Remaster,The Stranglers,0.293,0.933,-8.082,0.0701,0.000109,0.145,0.336,0.837,150.994,207440
3991,Water Me,FKA twigs,0.476,0.452,-10.761,0.0984,0.655,0.04,0.141,0.197,120.287,204737
3992,Rhinestone Cowboy,Glen Campbell,0.655,0.703,-5.227,0.0267,0.134,8.97e-05,0.349,0.725,115.127,195493
3993,Diamonds From Sierra Leone - Remix,Kanye West,0.672,0.814,-3.768,0.27,0.258,0.0,0.164,0.379,97.043,233400
3994,Optimo,Liquid Liquid,0.7,0.964,-6.307,0.0479,0.0027,0.755,0.18,0.776,123.345,160693
3995,Ride a White Swan - 2016 Remaster,T. Rex,0.315,0.496,-8.326,0.0323,0.716,0.0468,0.0871,0.812,149.234,133800
3996,"Close to the Edge (i. The Solid Time of Change, ii. Total Mass Retain, iii. I Get up I Get Down, iv. Seasons of Man) - 2003 Remaster",Yes,0.222,0.597,-10.924,0.056,0.265,0.155,0.411,0.251,80.654,1121253
3997,Poptones,Public Image Ltd.,0.453,0.572,-12.718,0.0299,1.81e-06,0.0455,0.0737,0.361,132.245,466303
3998,Sleepyhead,Passion Pit,0.575,0.971,-3.261,0.11,0.425,3.4e-06,0.105,0.764,106.052,175080
3999,All the Rage Back Home,Interpol,0.293,0.91,-5.752,0.0586,4.12e-05,0.555,0.278,0.35,84.491,262427
4000,The Past Is A Grotesque Animal,of Montreal,0.454,0.944,-4.855,0.0434,0.0962,0.227,0.565,0.399,153.007,713067
4001,Writing To Reach You,Travis,0.222,0.652,-8.385,0.0311,0.0457,0.00191,0.164,0.513,163.817,221760
4002,Hey! Bo Diddley,Bo Diddley,0.668,0.929,-11.346,0.0434,0.69,0.0,0.142,0.476,121.392,131813
4003,Graveyard girl,M83,0.376,0.832,-5.057,0.0521,0.00325,0.884,0.0922,0.142,140.158,293573
4004,The Song Remains the Same - 1990 Remaster,Led Zeppelin,0.267,0.78,-8.777,0.055,0.053,0.192,0.271,0.674,144.292,330107
4005,John Barleycorn,Traffic,0.417,0.163,-16.783,0.029,0.851,1.26e-06,0.102,0.331,81.306,386507
4006,2080,Yeasayer,0.498,0.803,-6.932,0.0682,0.301,0.00426,0.35,0.517,120.083,323453
4007,Fill in the Blank,Car Seat Headrest,0.339,0.829,-7.239,0.058,0.00736,1.26e-05,0.0596,0.5,162.798,244507
4008,Don't Tell Me,Madonna,0.699,0.618,-7.338,0.0594,0.0502,0.000925,0.0914,0.679,99.965,280973
4009,Round and Round,Ratt,0.628,0.934,-6.026,0.0527,0.00682,1.11e-05,0.0852,0.491,126.538,265893
4010,I'm Stone in Love With You,The Stylistics,0.655,0.31,-13.865,0.0244,0.73,6.56e-05,0.0642,0.841,97.346,202173
4011,I'm Too Sexy,Right Said Fred,0.683,0.739,-12.831,0.0495,4.91e-05,0.0122,0.293,0.836,122.113,170467
4012,Get Down Tonight - 2004 Remaster,KC & The Sunshine Band,0.671,0.776,-11.414,0.0282,0.137,0.00649,0.394,0.92,112.629,317160
4013,Chasing Pavements,Adele,0.614,0.47,-6.09,0.0255,0.291,0.0,0.111,0.329,80.045,210507
4014,All That She Wants,Ace of Base,0.801,0.641,-9.097,0.0565,0.00444,3.54e-05,0.105,0.829,93.773,211533
4015,To Hell With Poverty,Gang Of Four,0.408,0.885,-9.635,0.149,0.000456,0.0271,0.278,0.231,134.524,299600
4016,Shady Lane / J vs. S,Pavement,0.476,0.693,-6.18,0.044,0.213,0.000127,0.347,0.105,110.842,231107
4017,She Works Hard For The Money,Donna Summer,0.762,0.626,-12.998,0.0382,0.00587,0.0144,0.116,0.987,136.497,320840
4018,All Day,Kanye West,0.861,0.651,-4.718,0.111,0.0739,0.0,0.211,0.421,122.985,310907
4019,I Can Help,Billy Swan,0.458,0.653,-8.829,0.0328,0.0596,0.00139,0.109,0.638,125.321,237827
4020,Oh My Darling Don't Cry,Run The Jewels,0.525,0.589,-7.125,0.296,0.0172,4.35e-06,0.485,0.323,104.608,204840
4021,(Marie's The Name) His Latest Flame,Elvis Presley,0.661,0.917,-6.329,0.0375,0.568,0.00202,0.134,0.893,105.289,127093
4022,Sugar Man,Rodríguez,0.485,0.543,-8.284,0.0392,0.711,0.0,0.6,0.47,98.379,229413
4023,Show Me,Joe Tex,0.653,0.71,-13.981,0.0743,0.076,0.0,0.133,0.673,146.404,176657
4024,Nobody's Fault But My Own,Beck,0.377,0.324,-10.5,0.0282,0.661,0.000169,0.126,0.142,109.126,302133
4025,Post Break-Up Sex,The Vaccines,0.402,0.902,-4.115,0.0469,7.32e-05,0.00465,0.261,0.569,136.883,174453
4026,One Night,Elvis Presley,0.646,0.618,-6.978,0.0339,0.765,1.33e-06,0.304,0.772,80.19,152427
4027,"Mas, Que Nada!",Jorge Ben Jor,0.512,0.511,-8.645,0.03,0.662,0.000199,0.209,0.589,89.499,179293
4028,The Stroll,The Diamonds,0.576,0.67,-8.151,0.0292,0.837,6.57e-05,0.404,0.728,142.661,145189
4029,At Seventeen,Janis Ian,0.599,0.164,-23.035,0.0475,0.888,0.000612,0.121,0.317,125.388,280493
4030,One Chord Wonders (Single Version),The Adverts,0.111,0.885,-8.624,0.0612,0.00219,0.655,0.254,0.266,167.709,156733
4031,I Need a Dollar,Aloe Blacc,0.837,0.365,-11.825,0.0384,0.178,0.0,0.0863,0.962,95.516,244373
4032,Did You See,J Hus,0.579,0.579,-6.787,0.394,0.387,0.0,0.17,0.842,104.757,181413
4033,Good Morning Little School Girl,Sonny Boy Williamson II,0.627,0.358,-6.413,0.0656,0.93,0.000428,0.0568,0.788,91.931,181920
4034,(Everything I Do) I Do It For You,Bryan Adams,0.52,0.363,-12.655,0.0286,0.0752,1.13e-05,0.0609,0.273,131.224,393640
4035,Wow,Kate Bush,0.384,0.25,-12.508,0.0356,0.856,0.0327,0.24,0.0547,123.92,240773
4036,Saturday Night's Alright (For Fighting),Elton John,0.511,0.979,-5.799,0.0426,0.0229,0.0261,0.0624,0.958,152.422,293960
4037,Games People Play - Remastered 2002,Joe South,0.377,0.698,-6.834,0.107,0.226,1.74e-05,0.212,0.623,172.911,213507
4038,Lemon,U2,0.616,0.652,-14.76,0.0348,0.00444,0.0115,0.0427,0.326,116.136,418227
4039,Cuando Pase El Temblor - Remasterizado 2007,Soda Stereo,0.652,0.607,-8.657,0.0368,0.0314,0.00285,0.0721,0.72,94.089,229160
4040,Sonnendeck - Schallplattenspieler-Fassung [Ekimas & Proppe Remix],PeterLicht,0.671,0.847,-6.526,0.0457,0.0226,0.000173,0.142,0.775,110.579,338427
4041,You're My Best Friend - Remastered 2011,Queen,0.51,0.76,-6.995,0.0411,0.148,0.0116,0.0706,0.55,118.829,170787
4042,Here Comes The Night,Them,0.709,0.682,-6.096,0.0276,0.324,4.39e-06,0.102,0.917,99.486,165067
4043,Somewhere Only We Know,Keane,0.445,0.59,-6.747,0.0258,0.0575,1.08e-05,0.0832,0.334,172.016,237547
4044,Mr. Pitiful,Otis Redding,0.806,0.489,-12.898,0.104,0.0544,2.88e-05,0.0696,0.899,123.753,162160
4045,Der Mussolini - 1998 - Remaster,DAF,0.593,0.796,-9.404,0.0318,0.124,0.494,0.116,0.867,156.308,235107
4046,Thou Shalt Always Kill - Sunday Best Cosmic Dub,Dan Le Sac vs Scroobius Pip,0.706,0.937,-4.384,0.0332,0.0484,3.94e-05,0.105,0.934,130.002,320840
4047,Soul to Squeeze,Red Hot Chili Peppers,0.663,0.546,-5.234,0.0269,0.0322,0.000572,0.107,0.656,88.171,289533
4048,Stardust - Remastered 2005,Nat King Cole,0.264,0.189,-17.593,0.0371,0.721,1.24e-05,0.274,0.154,77.527,194107
4049,6 In The Morning,Ice-T,0.912,0.573,-8.901,0.616,0.0171,0.0,0.0885,0.545,90.025,224720
4050,Wake Me up When September Ends,Green Day,0.546,0.814,-5.146,0.0314,0.023,0.0,0.0972,0.146,104.98,285653
4051,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,0.904,0.813,-7.105,0.121,0.0311,0.00697,0.0471,0.81,125.461,226864
4052,Angels (feat. Saba),Chance the Rapper,0.771,0.647,-5.127,0.376,0.294,0.0,0.37,0.678,155.914,206240
4053,Enola Gay - Remastered,Orchestral Manoeuvres In The Dark,0.559,0.764,-7.058,0.0348,0.00441,0.0299,0.0807,0.932,143.319,213693
4054,The Real Me,The Who,0.493,0.935,-6.481,0.143,0.0484,0.00283,0.172,0.513,148.901,200620
4055,La ingrata,Café Tacvba,0.748,0.835,-5.731,0.0351,0.0854,1.97e-06,0.0365,0.896,142.942,212000
4056,The Unforgiven,Metallica,0.539,0.597,-9.581,0.0258,0.0108,0.00552,0.134,0.251,139.444,387133
4057,History Repeating - Knee Length Mix,Propellerheads,0.714,0.825,-5.552,0.0366,0.00383,0.0186,0.105,0.714,144.049,244520
4058,Star Dust - Take 1,Louis Armstrong,0.659,0.235,-10.09,0.0551,0.976,0.418,0.059,0.762,122.915,212693
4059,Follow You Follow Me,Genesis,0.507,0.593,-10.976,0.0346,0.26,0.00368,0.112,0.736,93.107,239667
4060,I'm An Adult Now,Pursuit Of Happiness,0.582,0.672,-11.219,0.0336,0.000492,0.3,0.0839,0.81,135.795,269973
4061,The Ice Of Boston,Dismemberment Plan,0.5,0.663,-7.976,0.217,0.00866,0.000105,0.105,0.744,109.651,295307
4062,Sidewalking,The Jesus and Mary Chain,0.49,0.929,-5.147,0.0409,1.19e-05,0.00152,0.131,0.507,98.212,212827
4063,I'm So Tired - Remastered,The Beatles,0.433,0.483,-9.422,0.175,0.656,2.64e-05,0.539,0.717,68.492,123493
4064,Give Me the Night,George Benson,0.85,0.466,-15.673,0.0555,0.314,0.0234,0.129,0.86,109.936,222627
4065,Memo From Turner,Mick Jagger,0.559,0.704,-9.887,0.0742,0.0322,2.46e-06,0.401,0.768,82.947,247907
4066,Que reste-t-il de nos amours,Charles Trenet,0.41,0.137,-18.649,0.0651,0.983,0.00746,0.114,0.362,83.877,193747
4067,Cruel Summer,Bananarama,0.697,0.828,-8.796,0.0266,0.343,0.0154,0.271,0.926,108.367,215400
4068,Summer Breeze,Seals and Crofts,0.49,0.581,-6.566,0.0388,0.553,0.0177,0.0764,0.318,88.718,205480
4069,Numbers - 2009 Remaster,Kraftwerk,0.799,0.553,-14.286,0.065,0.299,0.184,0.369,0.354,129.247,200333
4070,Delta Lady,Joe Cocker,0.508,0.563,-10.974,0.0506,0.414,0.0,0.451,0.805,135.927,170160
4071,SpottieOttieDopaliscious,OutKast,0.828,0.656,-6.571,0.222,0.00259,0.0024,0.144,0.709,124.751,426853
4072,My Iron Lung,Radiohead,0.242,0.859,-8.4,0.0663,0.056,0.116,0.38,0.671,96.929,276427
4073,Rasguña las Piedras,Sui Generis,0.279,0.346,-12.609,0.0444,0.239,0.0,0.0798,0.309,162.506,191227
4074,Breakdown,Buzzcocks,0.18,0.965,-3.792,0.21,0.00422,0.027,0.243,0.519,188.421,123213
4075,Blue Flowers,Dr. Octagon,0.629,0.696,-9.461,0.101,0.0317,2.96e-06,0.684,0.255,86.028,197267
4076,It's Over,Roy Orbison,0.488,0.355,-10.964,0.0248,0.756,0.00144,0.127,0.522,90.345,167133
4077,911 / Mr. Lonely (feat. Frank Ocean & Steve Lacy),"Tyler, The Creator",0.48,0.61,-7.042,0.305,0.0456,0.0,0.313,0.297,90.034,255653
4078,Golden Age,TV On The Radio,0.709,0.806,-5.835,0.0637,0.0146,5.48e-05,0.097,0.582,110.056,251893
4079,We the People Who Are Darker Than Blue,Curtis Mayfield,0.522,0.745,-7.459,0.102,0.28,0.000251,0.155,0.753,123.444,365867
4080,Lobo-hombre en París,La Unión,0.602,0.952,-5.195,0.0628,0.0162,4.92e-05,0.112,0.75,146.287,232160
4081,Down On The Corner,Creedence Clearwater Revival,0.853,0.536,-9.165,0.0873,0.599,0.00176,0.0701,0.874,108.161,166280
4082,The Great Pan Is Dead,Cold Cave,0.347,0.97,-1.463,0.0584,0.00191,5.51e-05,0.497,0.237,150.045,246293
4083,Life in a Northern Town,The Dream Academy,0.563,0.476,-13.342,0.0329,0.265,0.0,0.494,0.432,121.67,259293
4084,Bark at the Moon,Ozzy Osbourne,0.303,0.961,-5.333,0.243,0.00253,6.2e-05,0.132,0.305,146.591,257120
4085,The Full Retard,El-P,0.485,0.751,-6.45,0.375,0.00213,0.0,0.141,0.438,106.589,219813
4086,Steal My Sunshine - Single Version,Len,0.389,0.812,-11.499,0.485,0.407,0.0,0.107,0.679,192.145,265533
4087,(You're The) Devil in Disguise,Elvis Presley,0.481,0.733,-7.633,0.165,0.575,1.18e-05,0.108,0.874,122.909,140427
4088,King Porter Stomp,Jelly Roll Morton,0.733,0.169,-15.982,0.139,0.995,0.817,0.189,0.921,96.352,153427
4089,You're Gonna Get Yours,Public Enemy,0.803,0.774,-13.802,0.231,0.0473,0.0,0.342,0.744,103.224,244040
4090,I Want Your Love,CHIC,0.706,0.723,-9.235,0.0382,0.0232,0.0441,0.0994,0.937,113.121,415467
4091,Ball and Chain,Big Brother & The Holding Company,0.398,0.266,-14.661,0.0396,0.516,0.0165,0.218,0.25,81.045,567973
4092,My Ever Changing Moods,The Style Council,0.54,0.413,-8.277,0.0283,0.859,1.32e-06,0.106,0.436,127.205,217427
4093,Saturday in the Park - 2002 Remaster,Chicago,0.668,0.76,-6.831,0.034,0.137,0.0,0.0803,0.61,114.378,235667
4094,Yellow Submarine - Remastered,The Beatles,0.604,0.549,-9.873,0.0389,0.531,0.0,0.438,0.696,111.398,158880
4095,The Engine Driver,The Decemberists,0.425,0.717,-6.498,0.0274,0.334,0.0,0.29,0.522,96.694,255200
4096,Mercedes Benz,Janis Joplin,0.704,0.107,-15.184,0.555,0.926,0.0,0.0685,0.501,86.986,106027
4097,Orly,Jacques Brel,0.588,0.219,-11.316,0.142,0.657,0.0,0.113,0.512,134.801,259200
4098,To the End - 2012 Remaster,Blur,0.524,0.634,-8.968,0.0249,0.0166,6.78e-05,0.0895,0.634,96.289,244600
4099,Mandy,Barry Manilow,0.308,0.464,-9.032,0.0279,0.418,2.49e-06,0.143,0.318,103.734,213333
4100,Domino - 1999 Remaster,Van Morrison,0.731,0.555,-13.684,0.0519,0.321,0.000103,0.0527,0.935,131.26,189427
4101,Boyz,M.I.A.,0.643,0.853,-6.889,0.219,0.00127,1.13e-06,0.683,0.598,133.165,207467
4102,(Don't Go Back To) Rockville,R.E.M.,0.494,0.805,-6.793,0.0293,0.16,3.99e-05,0.249,0.925,151.411,273107
4103,Gunga Din,The Libertines,0.596,0.727,-5.763,0.0405,0.00481,3.28e-05,0.0554,0.678,135.091,178813
4104,My Back Pages,The Byrds,0.562,0.534,-10.516,0.0339,0.115,0.0,0.149,0.733,123.242,188240
4105,Stars and Stripes Forever March,John Philip Sousa Band,0.303,0.495,-18.231,0.107,0.931,0.139,0.975,0.704,116.92,179331
4106,SOS,Rihanna,0.677,0.671,-4.905,0.0361,0.004,5.07e-05,0.413,0.527,137.046,238920
4107,Bei Mir Bist Du Schon - Remastered,The Andrews Sisters,0.609,0.387,-10.407,0.0897,0.956,0.0,0.203,0.893,166.142,186907
4108,Bring The Boys Home,Freda Payne,0.645,0.607,-12.637,0.0298,0.0301,4.37e-05,0.113,0.88,123.742,205333
4109,"Signed, Sealed, Delivered (I'm Yours)",Stevie Wonder,0.647,0.745,-6.503,0.0321,0.00397,0.0,0.059,0.845,108.997,158040
4110,I Will Possess Your Heart,Death Cab for Cutie,0.605,0.619,-8.971,0.0261,0.423,0.313,0.0732,0.578,133.074,505773
4111,The Tide is High,The Paragons,0.446,0.449,-8.452,0.0306,0.161,0.0,0.103,0.668,96.481,166467
4112,Tom Courtenay,Yo La Tengo,0.249,0.611,-7.431,0.0397,0.57,0.675,0.0902,0.3,124.864,209840
4113,Everybody Here Wants You,Jeff Buckley,0.726,0.386,-7.349,0.0383,0.51,0.000151,0.0789,0.606,120.675,284960
4114,"Once Bitten, Twice Shy",Ian Hunter,0.805,0.742,-6.747,0.0611,0.0582,0.00768,0.668,0.889,124.854,232027
4115,Love Too Soon,Pascal Comelade,0.185,0.244,-8.795,0.0329,0.819,3.63e-06,0.253,0.118,180.161,259200
4116,Pick Up The Phone,The Notwist,0.691,0.764,-8.315,0.056,0.0398,0.69,0.255,0.491,114.957,235893
4117,Can't Stop,Red Hot Chili Peppers,0.62,0.934,-3.427,0.0411,0.0201,0.0,0.19,0.887,91.234,269000
4118,It Will Stand - 2002 Digital Remaster; 24 Bit Mastering,The Showmen,0.67,0.507,-8.274,0.0387,0.717,0.0,0.182,0.847,145.581,142133
4119,Everything I Own,Ken Boothe,0.719,0.434,-9.359,0.0863,0.15,0.0,0.261,0.583,76.669,224693
4120,I'm Gonna Be (500 Miles),The Proclaimers,0.851,0.551,-5.177,0.0396,0.151,0.0,0.0827,0.807,131.922,219467
4121,Your Love Is King - Remastered,Sade,0.728,0.492,-5.054,0.0269,0.482,6.24e-05,0.0354,0.616,134.616,221293
4122,TVC15 - 1999 Remaster,David Bowie,0.62,0.772,-9.79,0.0262,0.0813,2e-05,0.108,0.932,112.134,332267
4123,Concrete Jungle,Bob Marley & The Wailers,0.7,0.51,-13.549,0.137,0.193,0.00167,0.596,0.729,96.541,246857
4124,China Girl - 1999 Remaster,David Bowie,0.626,0.642,-9.838,0.0264,0.00961,0.081,0.156,0.817,133.947,333267
4125,D'yer Mak'er - 1990 Remaster,Led Zeppelin,0.537,0.893,-10.234,0.0636,0.15,0.000286,0.0688,0.588,163.727,261773
4126,Annie I'm Not Your Daddy,Kid Creole And The Coconuts,0.679,0.904,-8.635,0.0622,0.0466,0.00356,0.152,0.865,110.749,227333
4127,Panis Et Circenses,Os Mutantes,0.334,0.866,-3.372,0.0891,0.0793,1.58e-06,0.156,0.467,113.948,220453
4128,Warszawa - 1999 Remaster,David Bowie,0.0916,0.328,-12.991,0.0371,0.556,0.805,0.0964,0.038,80.812,383667
4129,Ma plus belle histoire d'amour,Barbara,0.441,0.273,-8.181,0.0405,0.628,0.0,0.2,0.284,142.163,294040
4130,3 O'Clock Blues,B.B. King,0.392,0.445,-7.517,0.0378,0.943,0.00271,0.185,0.594,71.196,183293
4131,Everybody Is a Star - single master,Sly & The Family Stone,0.437,0.365,-12.641,0.0332,0.821,0.0358,0.657,0.508,175.837,184160
4132,Now's The Time,Charlie Parker's Reboppers,0.61,0.23,-11.743,0.0437,0.834,0.00238,0.0843,0.516,128.443,198280
4133,Jokerman,Bob Dylan,0.664,0.65,-11.168,0.0444,0.234,0.000282,0.16,0.775,134.986,376160
4134,Amor Fati,Washed Out,0.499,0.66,-13.77,0.107,0.0754,0.12,0.349,0.591,100.955,264693
4135,Madame rêve,Alain Bashung,0.505,0.188,-14.43,0.031,0.334,0.0281,0.162,0.174,120.255,289333
4136,Sway,The Rolling Stones,0.345,0.844,-6.523,0.039,0.374,0.723,0.579,0.588,144.942,230250
4137,Hello Walls,Faron Young,0.62,0.406,-10.421,0.0281,0.722,6.73e-06,0.114,0.695,101.489,146840
4138,Listen to the Music,The Doobie Brothers,0.645,0.598,-13.18,0.0335,0.221,3.53e-06,0.0721,0.913,105.929,227267
4139,"Oh, Lady, Be Good! (feat. Jones-Smith, Incorporated)",Count Basie,0.598,0.137,-19.099,0.0791,0.97,0.626,0.128,0.803,185.542,185360
4140,Career Opportunities - Remastered,The Clash,0.382,0.855,-8.056,0.0636,0.0155,0.0,0.0399,0.962,187.805,114347
4141,Against The Wind - Remastered,Bob Seger,0.676,0.741,-6.341,0.0248,0.383,0.15,0.393,0.734,109.657,333533
4142,Misterioso - Live,Thelonious Monk Quartet,0.439,0.222,-18.404,0.0419,0.861,0.00119,0.353,0.451,80.719,653840
4143,Young Adult Friction,The Pains Of Being Pure At Heart,0.458,0.696,-6.845,0.0397,3.65e-05,0.159,0.0363,0.857,163.057,247947
4144,(You Make Me Feel Like) A Natural Woman,Carole King,0.624,0.158,-13.059,0.0289,0.953,0.00135,0.112,0.303,85.492,229067
4145,No Surrender,Bruce Springsteen,0.351,0.947,-4.965,0.0503,0.00382,1.81e-06,0.559,0.859,153.762,240147
4146,Happy Xmas (War Is Over) - Remastered 2010,John Lennon,0.331,0.652,-9.724,0.0374,0.256,1.21e-06,0.763,0.396,146.008,213773
4147,Goin' Back,The Byrds,0.492,0.46,-9.282,0.0275,0.247,8.67e-06,0.0804,0.562,116.374,205773
4148,Sr. Cobranza,Bersuit Vergarabat,0.763,0.779,-4.998,0.0568,0.0441,1.08e-06,0.045,0.569,96.069,259827
4149,Fancy,Iggy Azalea,0.912,0.716,-4.141,0.0697,0.0904,0.0,0.0491,0.377,94.981,199938
4150,C.C. Rider,Chuck Willis,0.694,0.608,-5.946,0.0469,0.621,0.0,0.106,0.57,140.801,150200
4151,Something To Remember Me By,The Horrors,0.626,0.725,-8.394,0.0285,0.00221,0.686,0.116,0.522,121.017,400042
4152,Can We Still Be Friends?,Todd Rundgren,0.57,0.397,-8.93,0.0389,0.791,0.00017,0.0789,0.235,172.547,218440
4153,Ooh Poo Pah Doo (Part 1) - 2002 Digital Remaster; 24 Bit Mastering,Jessie Hill,0.733,0.642,-10.131,0.0615,0.0091,0.0,0.322,0.705,131.56,139333
4154,Money City Maniacs,Sloan,0.452,0.694,-5.266,0.044,0.00966,0.000334,0.357,0.385,126.22,233916
4155,Flume,Bon Iver,0.507,0.146,-16.966,0.0305,0.922,0.0561,0.108,0.0812,66.241,219000
4156,It Ain't Hard to Tell,Nas,0.69,0.729,-5.819,0.221,1.7e-05,0.0431,0.152,0.357,91.376,202107
4157,City Sickness,Tindersticks,0.533,0.701,-5.717,0.0296,0.00354,0.000526,0.256,0.413,116.64,240680
4158,Bachelor Kisses - Remaster 2002,The Go-Betweens,0.636,0.518,-13.845,0.0342,0.0619,0.000131,0.118,0.526,118.076,213827
4159,Chewing Gum - Vocal Mix,Annie,0.909,0.826,-4.912,0.0594,0.271,0.0,0.114,0.884,107.06,235079
4160,Wanderlust,Wild Beasts,0.567,0.624,-10.695,0.0488,0.0624,0.902,0.209,0.464,140.024,294667
4161,We Belong Together,Mariah Carey,0.841,0.472,-7.917,0.066,0.027,0.0,0.091,0.765,139.974,201440
